px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.11564	-8.08089	-2.932	2.1563	0.0574193	9.05238	-8.15838	9.05	-8.15	2.00014	-3.00021	5590.55
9.15788	-8.18285	-2.73089	2.13918	0.0308131	9.05557	-8.22632	9.1	-8.25	0.998905	-1.99781	2175.43
9.21119	-8.3153	-2.73698	2.12146	0.0116352	9.15492	-8.35136	9.15	-8.35	0.998886	-1.99779	5782.7
9.28027	-8.4425	-2.68521	2.11476	0.00232539	9.30408	-8.57245	9.2	-8.5	0.908863	-2.72657	2302.13
9.32849	-8.59359	-2.69604	2.08802	-0.0243284	9.2543	-8.64461	9.25	-8.65	0.908855	-2.72655	6013.89
9.38417	-8.71641	-2.64683	2.07766	-0.0346873	9.15971	-8.67035	9.3	-8.8	0.909475	-2.72841	2311
9.42353	-8.8762	-2.66802	2.04403	-0.0659875	9.35164	-8.95148	9.35	-8.95	0.909466	-2.72839	6263.12
9.50528	-9.02027	-2.81998	2.04933	-0.0517068	9.47941	-9.179	9.4	-9.1	0.999765	-2.99935	2506.78
9.53449	-9.17642	-2.83826	2.01342	-0.0846101	9.44272	-9.24111	9.45	-9.25	0.999774	-2.99934	6536.33
9.56103	-9.29512	-2.62316	1.98238	-0.121074	9.53008	-9.38561	9.5	-9.35	0.908962	-1.81792	2544.22
9.60742	-9.43265	-2.62407	1.96734	-0.129336	9.5752	-9.43724	9.55	-9.45	0.908954	-1.8179	6749.77
9.65866	-9.56694	-2.62012	1.95717	-0.13261	9.60163	-9.60777	9.6	-9.6	0.909988	-2.72996	2625.21
9.68879	-9.71908	-2.63391	1.92879	-0.153344	9.62903	-9.75552	9.65	-9.75	0.909971	-2.72993	7001.44
9.74751	-9.8657	-2.7044	1.92602	-0.144159	9.69155	-9.89958	9.7	-9.9	0.907972	-2.7239	2726.16
9.78277	-10.0186	-2.71608	1.90375	-0.158235	9.74482	-10.046	9.75	-10.05	0.907972	-2.72391	7285.89
9.8024	-10.1405	-2.57502	1.87496	-0.185717	9.69256	-10.1336	9.75	-10.2	0	-2.73106	2781.46
9.8166	-10.2992	-2.59828	1.83993	-0.21006	9.75264	-10.3488	9.75	-10.35	0	-2.73105	7514.08
9.88126	-10.4535	-2.79636	1.85425	-0.173263	9.82419	-10.5024	9.8	-10.5	1	-2.99999	2936.79
9.89425	-10.6084	-2.8181	1.82316	-0.195289	9.83234	-10.6514	9.85	-10.65	0.999994	-2.99996	7835.63
9.91843	-10.7406	-2.78483	1.80548	-0.205423	9.825	-10.7525	9.85	-10.8	0	-3.00047	2999.84
9.92004	-10.902	-2.81544	1.76866	-0.231602	9.85033	-10.9603	9.85	-10.95	0	-3.00048	8121.04
9.89831	-11.0109	-2.56948	1.71059	-0.298235	9.91881	-11.1448	9.85	-11.05	0	-1.9956	3124.17
9.90125	-11.1447	-2.57647	1.68502	-0.308665	9.86057	-11.1502	9.85	-11.15	0	-1.99559	8307.64
9.90842	-11.2814	-2.5516	1.66161	-0.317084	9.83851	-11.2795	9.85	-11.3	0	-2.73184	3165.6
9.89803	-11.4326	-2.56744	1.62718	-0.333697	9.83839	-11.4483	9.85	-11.45	0	-2.73182	8523.26
9.89516	-11.5582	-2.54405	1.60232	-0.344047	9.79654	-11.5922	9.8	-11.6	-0.998566	-2.9957	3260.66
9.85945	-11.7089	-2.58039	1.55466	-0.373598	9.75592	-11.7487	9.75	-11.75	-0.998566	-2.99569	8742.75
9.86208	-11.8599	-2.63104	1.54289	-0.359908	9.77699	-11.9246	9.75	-11.9	0	-2.73084	3371.6
9.82908	-12.0207	-2.66016	1.50199	-0.380328	9.75861	-12.0491	9.75	-12.05	0	-2.73085	8985.87
9.77131	-12.1383	-2.48205	1.42824	-0.45356	9.63743	-12.1863	9.65	-12.2	-1.81598	-2.72396	3431.26
9.69845	-12.3019	-2.53911	1.36492	-0.490289	9.56514	-12.3446	9.55	-12.35	-1.81597	-2.72396	9100.63
9.59306	-12.3965	-2.28779	1.24393	-0.621571	9.47157	-12.4849	9.45	-12.45	-1.82132	-1.82133	3520.09
9.4976	-12.5345	-2.33971	1.17256	-0.656673	9.34752	-12.5408	9.35	-12.55	-1.82131	-1.82131	9134.41
9.42832	-12.648	-2.31217	1.11532	-0.684931	9.32154	-12.7193	9.3	-12.65	-0.908038	-1.81606	3582.92
9.33906	-12.7655	-2.33681	1.05659	-0.70446	9.24151	-12.7411	9.25	-12.75	-0.908029	-1.81605	9250.07
9.18073	-12.8275	-2.15482	0.883554	-0.890401	9.04013	-12.7738	9.05	-12.85	-3.64007	-1.82004	3597.66
9.03508	-12.9401	-2.24707	0.79213	-0.928715	8.83995	-12.9425	8.85	-12.95	-3.64007	-1.82003	9192.54
8.89718	-13.005	-2.24578	0.669282	-1.03287	8.73518	-13.0163	8.75	-13	-1.9959	-0.997948	3653.87
8.76843	-13.0752	-2.29103	0.59399	-1.05357	8.6395	-13.0341	8.65	-13.05	-1.9959	-0.997948	9196.44
8.60782	-13.1279	-2.33725	0.465292	-1.15011	8.48414	-13.0416	8.5	-13.1	-2.73149	-0.910502	3655.34
8.4569	-13.1833	-2.38539	0.383729	-1.16549	8.34268	-13.1451	8.35	-13.15	-2.73146	-0.910485	9106.91
8.32223	-13.2252	-2.40265	0.308194	-1.17968	8.19497	-13.1991	8.2	-13.2	-2.72385	-0.907955	3690.55
8.16342	-13.2637	-2.45474	0.230591	-1.18903	8.06107	-13.2364	8.05	-13.25	-2.72383	-0.907947	8999.71
7.9955	-13.2748	-2.53216	0.124259	-1.24494	7.88931	-13.1791	7.9	-13.25	-2.72673	0	3687.09
7.8343	-13.2842	-2.56777	0.0467067	-1.25154	7.75593	-13.2425	7.75	-13.25	-2.72673	0	8795.73
7.67384	-13.2741	-2.61549	-0.0415804	-1.27681	7.52542	-13.1457	7.6	-13.25	-2.72991	0	3664.72
7.51225	-13.2616	-2.64782	-0.116075	-1.27904	7.44992	-13.2329	7.45	-13.25	-2.72991	0	8587.9
7.30654	-13.2065	-2.87244	-0.242208	-1.36163	7.19347	-13.1392	7.25	-13.2	-3.63887	0.909723	3699.16
7.12996	-13.1681	-2.92054	-0.314639	-1.35669	7.05468	-13.1604	7.05	-13.15	-3.63887	0.909723	8278.88
7.03532	-13.1506	-2.65275	-0.342434	-1.28081	6.90569	-13.1515	6.9	-13.15	-2.72312	0	3631.79
6.85494	-13.1143	-2.73526	-0.397133	-1.26141	6.73255	-13.1364	6.75	-13.15	-2.72312	0	8086.53
6.7674	-13.0992	-2.53878	-0.423608	-1.20647	6.69426	-13.3705	6.6	-13.15	-3.00475	0	3715.35
6.59105	-13.076	-2.64442	-0.450898	-1.17026	6.42749	-13.1436	6.45	-13.15	-3.00472	0	7982.23
6.48878	-13.0387	-2.54596	-0.490672	-1.1424	6.4246	-13.2048	6.35	-13.1	-1.9976	0.998786	3674.03
6.34152	-12.9981	-2.60171	-0.523903	-1.11752	6.2503	-13.0552	6.25	-13.05	-1.99758	0.998786	7838.78
6.22838	-12.9438	-2.53205	-0.570579	-1.09752	6.162	-13.1569	6.1	-13	-2.72732	0.909111	3666.79
6.06727	-12.8888	-2.59629	-0.601263	-1.06713	5.95166	-12.9396	5.95	-12.95	-2.72732	0.909111	7574.47
5.95562	-12.82	-2.53053	-0.648353	-1.05002	5.78184	-12.8825	5.8	-12.9	-2.72895	0.909657	3581.03
5.78811	-12.765	-2.60186	-0.664314	-1.00831	5.64785	-12.8416	5.65	-12.85	-2.72896	0.909648	7334.93
5.66615	-12.6727	-2.65191	-0.717687	-1.00932	5.54035	-12.7925	5.55	-12.75	-1.81808	1.81809	3581.56
5.52173	-12.5964	-2.68963	-0.744466	-0.981057	5.43842	-12.6552	5.45	-12.65	-1.81809	1.81809	7058.99
5.40414	-12.4889	-2.75243	-0.798112	-0.98434	5.33087	-12.5965	5.3	-12.55	-2.7236	1.81575	3530.75
5.24697	-12.4025	-2.80515	-0.813587	-0.945869	5.12059	-12.4527	5.15	-12.45	-2.72358	1.81572	6734.41
5.15242	-12.3166	-2.70706	-0.852006	-0.928818	5.13793	-12.5907	5.05	-12.35	-1.81967	1.81966	3514.87
5.02642	-12.2134	-2.73607	-0.882052	-0.9078	4.95241	-12.2277	4.95	-12.25	-1.81967	1.81967	6460.73
4.9128	-12.0754	-2.8752	-0.933705	-0.914782	4.81467	-12.1072	4.85	-12.1	-1.81844	2.72766	3411.14
4.80138	-11.9523	-2.89317	-0.970253	-0.900906	4.75144	-11.9561	4.75	-11.95	-1.81844	2.72767	6141.18
4.73763	-11.8481	-2.68928	-1.01669	-0.8913	4.6829	-11.7433	4.7	-11.85	-0.909557	1.8191	3243.07
4.66521	-11.7257	-2.68172	-1.06486	-0.890802	4.67603	-11.7496	4.65	-11.75	-0.909553	1.81911	5933.57
4.59574	-11.5957	-2.69297	-1.11304	-0.89031	4.61619	-11.6508	4.6	-11.6	-0.907782	2.72335	3242.3
4.53728	-11.4576	-2.6945	-1.16585	-0.893934	4.5432	-11.4431	4.55	-11.45	-0.907778	2.72334	5624.27
4.44143	-11.2698	-3.01255	-1.20413	-0.883523	4.48104	-11.1618	4.5	-11.25	-0.910253	3.64099	3152.78
4.40485	-11.103	-3.01361	-1.26842	-0.899141	4.44374	-11.0696	4.45	-11.05	-0.910253	3.64099	5280.15
4.42659	-10.999	-2.60908	-1.35494	-0.941742	4.46178	-10.9843	4.45	-10.95	0	1.81804	2981.21
4.41243	-10.8576	-2.60328	-1.41534	-0.950588	4.4464	-10.8663	4.45	-10.85	0	1.81805	5117.92
4.43935	-10.7616	-2.3646	-1.49652	-0.987172	4.60972	-11.1274	4.45	-10.75	0	1.81614	3016.49
4.43463	-10.6322	-2.36381	-1.5517	-0.988023	4.43858	-10.6346	4.45	-10.65	0	1.81614	4932.78
4.3825	-10.4563	-2.67403	-1.55525	-0.922597	4.43099	-10.4242	4.45	-10.45	0	3.6396	2888.12
4.40367	-10.2948	-2.69513	-1.62257	-0.938672	4.44616	-10.2449	4.45	-10.25	0	3.6396	4632.44
4.43068	-10.1512	-2.65816	-1.68879	-0.956087	4.52156	-10.1192	4.5	-10.1	0.910021	2.73005	2721.73
4.48155	-9.9903	-2.688	-1.76461	-0.978753	4.55225	-9.94382	4.55	-9.95	0.910013	2.73003	4443.24
4.49689	-9.84148	-2.77329	-1.7944	-0.951431	4.5897	-9.73456	4.6	-9.8	0.999085	2.99725	2605.25
4.56312	-9.69178	-2.80903	-1.86565	-0.974286	4.64586	-9.65356	4.65	-9.65	0.99908	2.99724	4281.88
4.65193	-9.55514	-2.72208	-1.96819	-1.03905	4.61159	-9.38621	4.7	-9.55	0.910095	1.82021	2458
4.71975	-9.42494	-2.71636	-2.02947	-1.04336	4.7442	-9.45683	4.75	-9.45	0.910091	1.82018	4173.36
4.76587	-9.29406	-2.75788	-2.05784	-1.01031	4.80746	-9.23434	4.85	-9.3	1.99828	2.99743	2405.88
4.86099	-9.16609	-2.79277	-2.12559	-1.02636	4.94202	-9.15915	4.95	-9.15	1.99826	2.99739	4050.62
4.90053	-9.01902	-2.85463	-2.12011	-0.9394	5.03379	-9.03255	5	-9	0.908384	2.72514	2331.56
5.00653	-8.87526	-2.89478	-2.1823	-0.948656	5.06039	-8.84271	5.05	-8.85	0.908384	2.72514	3869.29
5.1248	-8.75779	-2.88224	-2.26115	-0.984224	5.21058	-8.83852	5.15	-8.75	1.81679	1.8168	2230.09
5.23723	-8.64003	-2.88941	-2.32024	-0.988762	5.26598	-8.6555	5.25	-8.65	1.81679	1.8168	3817.68
5.30269	-8.51144	-2.88488	-2.31925	-0.909343	5.33786	-8.49992	5.35	-8.5	1.82017	2.73024	2128.48
5.42041	-8.3902	-2.90634	-2.3704	-0.909959	5.43516	-8.36367	5.45	-8.35	1.82015	2.73022	3692.94
5.52171	-8.27451	-2.90379	-2.39888	-0.877253	5.58025	-8.28767	5.55	-8.25	1.81852	1.81852	2042.25
5.64434	-8.16885	-2.90845	-2.44801	-0.877962	5.65225	-8.1686	5.65	-8.15	1.8185	1.8185	3657.32
5.752	-8.06557	-2.88962	-2.47449	-0.843167	5.83663	-8.14888	5.75	-8.05	1.81752	1.81753	1986.99
5.86438	-7.97002	-2.8684	-2.51485	-0.83818	5.81186	-7.95139	5.85	-7.95	1.81752	1.81752	3592.24
5.95921	-7.87086	-2.81824	-2.52287	-0.778377	5.99151	-7.92468	5.95	-7.85	1.8194	1.8194	1917.27
6.07968	-7.77869	-2.81347	-2.56082	-0.774087	6.04627	-7.74932	6.05	-7.75	1.81941	1.8194	3577.89
6.12659	-7.65578	-2.68629	-2.50764	-0.625745	6.05883	-7.47931	6.15	-7.6	1.81742	2.72613	1798.97
6.25806	-7.54019	-2.74095	-2.5322	-0.615217	6.26179	-7.43797	6.25	-7.45	1.8174	2.72611	3504.42
6.38715	-7.44843	-2.75894	-2.5663	-0.618094	6.3458	-7.29797	6.4	-7.35	2.7248	1.81653	1732.15
6.53138	-7.33801	-2.81944	-2.59105	-0.608087	6.55234	-7.24441	6.55	-7.25	2.72477	1.81651	3536.56
6.65493	-7.2509	-2.80535	-2.61204	-0.589668	6.61964	-7.17343	6.65	-7.2	1.81957	0.909789	1700.83
6.78062	-7.17272	-2.79462	-2.6409	-0.586691	6.74556	-7.15305	6.75	-7.15	1.81957	0.909785	3580.84
6.9035	-7.09224	-2.76596	-2.65642	-0.560292	6.91901	-7.04822	6.9	-7.05	2.72946	1.81964	1674.81
7.05036	-7.00225	-2.80735	-2.67933	-0.551801	7.06886	-6.94012	7.05	-6.95	2.72946	1.81964	3635.25
7.12772	-6.90579	-2.64608	-2.64244	-0.444346	7.12574	-6.81829	7.15	-6.85	1.81554	1.81554	1624.92
7.26136	-6.8144	-2.67813	-2.65584	-0.433105	7.25262	-6.73852	7.25	-6.75	1.81554	1.81554	3633.3
7.3435	-6.71972	-2.55236	-2.6237	-0.344962	7.30586	-6.61905	7.35	-6.65	1.82007	1.82007	1582.25
7.47075	-6.62491	-2.58739	-2.62934	-0.331614	7.45762	-6.53827	7.45	-6.55	1.82005	1.82005	3650.59
7.6208	-6.56328	-2.66365	-2.67415	-0.376042	7.59546	-6.48319	7.6	-6.5	2.72628	0.908764	1570.1
7.75306	-6.48713	-2.67669	-2.68872	-0.369989	7.74315	-6.44913	7.75	-6.45	2.72628	0.908764	3766.02
7.86108	-6.41454	-2.6014	-2.68408	-0.330162	7.8486	-6.40709	7.85	-6.4	1.81656	0.908285	1566.03
7.98384	-6.35157	-2.59251	-2.70058	-0.328872	7.9584	-6.34152	7.95	-6.35	1.81656	0.908281	3839.92
8.09672	-6.28375	-2.5456	-2.70223	-0.304027	8.05398	-6.23227	8.1	-6.25	2.73006	1.82003	1543.18
8.233	-6.20484	-2.58007	-2.70883	-0.293548	8.24773	-6.1485	8.25	-6.15	2.73005	1.82003	3925.34
8.36211	-6.13578	-2.58938	-2.71852	-0.28696	8.32369	-5.98136	8.4	-6.05	2.72692	1.81795	1514.02
8.51233	-6.04017	-2.65659	-2.71524	-0.267025	8.55156	-5.93992	8.55	-5.95	2.7269	1.81794	4019.44
8.6052	-5.95501	-2.52064	-2.6815	-0.193226	8.63806	-5.84559	8.65	-5.85	1.81844	1.81844	1515.3
8.74252	-5.85661	-2.57563	-2.67175	-0.172501	8.7543	-5.75242	8.75	-5.75	1.81843	1.81843	4069.7
8.87946	-5.78688	-2.60287	-2.68083	-0.172974	9.00947	-5.71389	8.9	-5.65	2.72464	1.81643	1536.56
9.02875	-5.67357	-2.68231	-2.66354	-0.145676	9.06113	-5.54128	9.05	-5.55	2.72465	1.81643	4181.52
9.12795	-5.58019	-2.58031	-2.62832	-0.0818247	9.13937	-5.44533	9.15	-5.45	1.81916	1.81918	1495.12
9.25969	-5.46494	-2.63706	-2.60643	-0.0557832	9.24452	-5.3352	9.25	-5.35	1.81916	1.81916	4223.42
9.37177	-5.37906	-2.61158	-2.59419	-0.0356505	9.26221	-5.25032	9.35	-5.3	1.81895	0.909466	1474.67
9.48531	-5.29511	-2.60739	-2.58872	-0.0288712	9.43645	-5.25801	9.45	-5.25	1.81894	0.90947	4325.18
9.56356	-5.19418	-2.45279	-2.53239	0.0608018	9.71784	-5.19928	9.55	-5.1	1.81986	2.72981	1536.4
9.67757	-5.07397	-2.50363	-2.50425	0.0847734	9.64908	-4.9531	9.65	-4.95	1.81987	2.72981	4365.28
9.76939	-4.97399	-2.46338	-2.47387	0.12009	9.67182	-4.82288	9.75	-4.85	1.81736	1.81735	1457.98
9.88095	-4.85139	-2.5146	-2.44617	0.140418	9.86682	-4.74721	9.85	-4.75	1.81736	1.81735	4450.72
9.97298	-4.748	-2.48515	-2.41659	0.171073	9.94653	-4.64316	9.95	-4.65	1.81806	1.81805	1473.45
10.0794	-4.62584	-2.52922	-2.39078	0.186777	10.0706	-4.54316	10.05	-4.55	1.81805	1.81805	4531.35
10.2342	-4.55136	-2.66229	-2.44228	0.0948863	10.4074	-4.52899	10.2	-4.45	2.72609	1.8174	1546.2
10.3503	-4.42746	-2.70524	-2.42217	0.109134	10.3431	-4.35107	10.35	-4.35	2.72606	1.81737	4665.84
10.3789	-4.28938	-2.48561	-2.31282	0.262386	10.3837	-4.17982	10.4	-4.2	0.908945	2.72688	1488.22
10.4733	-4.15538	-2.53231	-2.28181	0.278244	10.4578	-4.07071	10.45	-4.05	0.908953	2.72687	4671.82
10.5836	-4.05414	-2.58587	-2.29235	0.237424	10.5531	-3.94939	10.55	-3.95	1.81903	1.81904	1478.36
10.6748	-3.91826	-2.62326	-2.26398	0.251842	10.6424	-3.84126	10.65	-3.85	1.81902	1.81903	4745.91
10.7614	-3.7974	-2.63325	-2.24474	0.255726	10.6157	-3.63689	10.75	-3.7	1.81931	2.72896	1445.95
10.8576	-3.64196	-2.70225	-2.21292	0.272674	10.8572	-3.53957	10.85	-3.55	1.81931	2.72896	4831.36
10.9035	-3.50995	-2.65411	-2.15262	0.339418	10.8149	-3.35552	10.9	-3.4	0.999745	2.99928	1455.11
10.9741	-3.35728	-2.71528	-2.11616	0.357682	10.9372	-3.24816	10.95	-3.25	0.999754	2.99928	4845.02
11.0841	-3.2424	-2.77741	-2.14816	0.275731	10.9078	-3.10703	11.05	-3.15	1.81764	1.81765	1444.73
11.1627	-3.09849	-2.79776	-2.12493	0.283187	11.135	-3.05697	11.15	-3.05	1.81763	1.81764	4949.97
11.2082	-2.9524	-2.74787	-2.0669	0.345871	11.1507	-2.87978	11.2	-2.9	0.909657	2.72896	1474.5
11.2771	-2.7975	-2.78149	-2.03869	0.354499	11.2571	-2.74346	11.25	-2.75	0.909648	2.72893	4978.91
11.2137	-2.62205	-2.62314	-1.85584	0.606991	11.2614	-2.58697	11.2	-2.6	-0.998725	2.99617	1519.54
11.2314	-2.4861	-2.62463	-1.81416	0.617087	11.1393	-2.45312	11.15	-2.45	-0.998725	2.99616	4853.43
11.2846	-2.35882	-2.6191	-1.81363	0.564432	11.2346	-2.28949	11.2	-2.3	0.908813	2.72643	1437.29
11.3052	-2.2049	-2.63481	-1.77264	0.573326	11.239	-2.16508	11.25	-2.15	0.908805	2.7264	4881.55
11.35	-2.07116	-2.63432	-1.77319	0.520488	11.1623	-1.9797	11.3	-2	0.909855	2.72956	1395.84
11.3728	-1.90715	-2.67239	-1.73716	0.526863	11.3424	-1.85113	11.35	-1.85	0.909847	2.72953	4914.48
