px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.13564	-12.8662	-2.70622	-0.615514	-1.10545	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	3621.54
5.97032	-12.7986	-2.76854	-0.646562	-1.07513	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	7393.41
5.86722	-12.7367	-2.61823	-0.684137	-1.04331	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	3576.3
5.69653	-12.6767	-2.68834	-0.696457	-0.998531	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	7179.21
5.56961	-12.5738	-2.76574	-0.750385	-1.00221	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	3561.38
5.39424	-12.4962	-2.83807	-0.759417	-0.956249	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	6851.27
5.28333	-12.4003	-2.79306	-0.802115	-0.943719	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	3489.89
5.13864	-12.3085	-2.8292	-0.823516	-0.913618	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	6601.46
5.0464	-12.217	-2.78562	-0.861357	-0.904068	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	3451.79
4.93159	-12.1208	-2.80822	-0.887653	-0.885227	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	6371.85
4.86361	-12.0398	-2.63603	-0.922999	-0.868955	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3336.52
4.78279	-11.9343	-2.63936	-0.964044	-0.866517	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	6175.34
4.67629	-11.7831	-2.88705	-1.0106	-0.876337	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	3309.02
4.58718	-11.6581	-2.90452	-1.04645	-0.867868	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	5844.89
4.54776	-11.5693	-2.65348	-1.09045	-0.863147	4.53697	-11.5591	4.55	-11.55	0	1.99749	3193.58
4.50594	-11.4482	-2.64071	-1.14474	-0.874558	4.55238	-11.4548	4.55	-11.45	0	1.99746	5706.36
4.40543	-11.2632	-2.98482	-1.18171	-0.864889	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	3183.53
4.38006	-11.0946	-2.97917	-1.2557	-0.891428	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	5319.8
4.39975	-10.9884	-2.57445	-1.34188	-0.933195	4.39651	-10.8822	4.45	-10.95	0	1.81807	2959.25
4.39473	-10.8487	-2.56251	-1.40897	-0.949433	4.45899	-10.8664	4.45	-10.85	0	1.81808	5155.97
4.38095	-10.7115	-2.56185	-1.46375	-0.952088	4.493	-10.7885	4.45	-10.7	0	2.72865	2954.34
4.38963	-10.565	-2.56413	-1.53131	-0.967253	4.44058	-10.5544	4.45	-10.55	0	2.72864	4891.77
4.39045	-10.4216	-2.5719	-1.58652	-0.968868	4.44399	-10.3941	4.45	-10.4	0	2.72392	2828.51
4.40991	-10.2723	-2.58308	-1.65079	-0.979463	4.44086	-10.2469	4.45	-10.25	0	2.72391	4647.22
4.43159	-10.1333	-2.57905	-1.70912	-0.984133	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	2742.4
4.48158	-9.98075	-2.60298	-1.78367	-1.00393	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	4454.4
4.52096	-9.83501	-2.61636	-1.84316	-1.00784	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	2581.75
4.5872	-9.68299	-2.64953	-1.91595	-1.02428	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	4260.19
4.64708	-9.54589	-2.65935	-1.97618	-1.02741	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	2502.76
4.74115	-9.39957	-2.70243	-2.05453	-1.04797	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	4133.32
4.78428	-9.25111	-2.7763	-2.06889	-0.987714	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2383.21
4.88528	-9.10012	-2.82865	-2.13677	-0.999702	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	3943.29
5.00097	-8.98325	-2.80534	-2.22504	-1.04351	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	2305.36
5.10939	-8.85804	-2.82626	-2.28793	-1.04827	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	3883.65
5.1763	-8.72666	-2.841	-2.29583	-0.978264	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	2177.33
5.2998	-8.59694	-2.88662	-2.35447	-0.981749	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	3764.99
5.37629	-8.47091	-2.88179	-2.36154	-0.915019	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	2090.69
5.4846	-8.36384	-2.87088	-2.40883	-0.912539	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	3692.93
5.51796	-8.24182	-2.82946	-2.35996	-0.77007	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	2071.29
5.6291	-8.12573	-2.86833	-2.39585	-0.766751	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	3597.95
5.74172	-8.00897	-2.87975	-2.42742	-0.75248	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	1904.81
5.86197	-7.89712	-2.89255	-2.4641	-0.747971	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	3556.29
5.98366	-7.79335	-2.89521	-2.4985	-0.738832	5.9537	-7.7033	6	-7.75	2.72961	1.81974	1852.35
6.12224	-7.69055	-2.92293	-2.53847	-0.737699	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	3577.16
6.20596	-7.59056	-2.86663	-2.52781	-0.662	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	1811.28
6.33136	-7.49446	-2.89681	-2.55653	-0.657295	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	3558.21
6.43018	-7.38927	-2.8391	-2.5492	-0.588371	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	1746.06
6.56108	-7.29443	-2.85121	-2.57713	-0.584042	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	3552.8
6.65643	-7.20757	-2.79828	-2.5741	-0.53099	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	1721.84
6.77611	-7.11272	-2.82422	-2.59088	-0.521425	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	3547.09
6.89302	-7.03666	-2.82066	-2.6135	-0.517653	6.81357	-6.96259	6.85	-7	1.99752	0.998765	1653.99
7.00388	-6.96381	-2.80535	-2.63474	-0.513853	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	3606.51
7.11945	-6.87958	-2.7655	-2.64292	-0.484074	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	1608.09
7.25707	-6.7965	-2.78409	-2.66414	-0.478554	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	3667.97
7.33774	-6.71098	-2.67326	-2.64014	-0.40295	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	1577.99
7.45566	-6.62682	-2.69562	-2.64925	-0.392054	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	3671.99
7.57231	-6.5607	-2.68874	-2.66391	-0.384351	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	1584.6
7.68741	-6.48924	-2.69194	-2.67633	-0.377941	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	3753.47
7.84333	-6.44116	-2.80374	-2.7318	-0.438672	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	1573.83
7.97183	-6.37677	-2.81258	-2.74815	-0.433163	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	3884.17
8.04014	-6.29379	-2.55575	-2.69998	-0.315651	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	1576.04
8.16967	-6.21361	-2.57858	-2.70561	-0.303836	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	3899.89
8.24765	-6.12711	-2.42279	-2.6699	-0.224085	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	1487.83
8.3693	-6.04065	-2.45194	-2.66702	-0.208897	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	3930.71
8.52333	-5.98714	-2.57764	-2.71107	-0.26328	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	1515.73
8.65607	-5.90656	-2.60413	-2.7128	-0.250524	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	4057.02
8.78095	-5.83767	-2.59922	-2.71798	-0.240842	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	1491.2
8.92606	-5.74731	-2.65176	-2.71408	-0.22319	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	4173.1
9.00224	-5.66559	-2.50024	-2.67443	-0.14697	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	1493.32
9.12959	-5.56851	-2.56224	-2.65925	-0.124046	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	4239.29
9.24027	-5.49111	-2.51494	-2.64608	-0.0946527	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	1510.43
9.36358	-5.40356	-2.5382	-2.63797	-0.0815917	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	4317.97
9.41129	-5.29589	-2.28855	-2.55784	0.0453627	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	1478.2
9.53186	-5.18387	-2.3543	-2.53236	0.0682707	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	4364.07
9.62756	-5.09177	-2.33287	-2.50754	0.0962074	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	1465.86
9.74364	-4.96786	-2.40349	-2.47611	0.121703	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	4417.19
9.85028	-4.87912	-2.40484	-2.46219	0.132718	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	1523.31
9.96022	-4.75943	-2.45739	-2.43515	0.15169	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	4499.7
10.0508	-4.66895	-2.46338	-2.41964	0.160199	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	1464.56
10.1524	-4.5464	-2.52632	-2.39065	0.180255	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	4586.68
10.2274	-4.4275	-2.47555	-2.34089	0.235331	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	1450.43
10.3306	-4.28451	-2.54573	-2.30585	0.256342	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	4625.37
10.4389	-4.18167	-2.59286	-2.31162	0.224183	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	1457.81
10.5439	-4.03766	-2.65795	-2.28234	0.240238	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	4719.72
10.649	-3.92616	-2.68783	-2.28037	0.222328	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	1482.24
10.7474	-3.79409	-2.7194	-2.25953	0.230444	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	4803.71
10.848	-3.6758	-2.73327	-2.2495	0.226844	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	1513.83
10.9463	-3.52675	-2.78535	-2.22392	0.239273	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	4877.26
10.99	-3.3802	-2.68931	-2.14454	0.339005	11.1095	-3.32648	11	-3.3	0.908632	2.72588	1517.56
11.0677	-3.22825	-2.72932	-2.11323	0.350871	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	4885.77
11.1134	-3.07943	-2.70005	-2.05527	0.405841	10.9851	-2.95299	11.1	-3	0.909905	2.72971	1444.49
11.1789	-2.92172	-2.73959	-2.02155	0.416433	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	4909.91
11.1689	-2.74784	-2.67052	-1.90218	0.560508	11.0233	-2.67356	11.15	-2.7	0	2.72847	1441.64
11.2016	-2.59576	-2.68056	-1.86084	0.56998	11.1324	-2.55807	11.15	-2.55	0	2.72844	4836.43
11.2073	-2.42938	-2.68472	-1.77638	0.651809	11.2541	-2.42353	11.15	-2.4	0	2.72732	1467.95
11.2219	-2.28077	-2.68161	-1.733	0.658623	11.1569	-2.2658	11.15	-2.25	0	2.72732	4806.43
11.3183	-2.18275	-2.63283	-1.81095	0.480692	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	1415.37
11.3524	-2.01375	-2.6861	-1.77883	0.485152	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	4915.03
11.2998	-1.84514	-2.65744	-1.64246	0.654899	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	1478.11
11.2971	-1.68345	-2.68218	-1.59771	0.662555	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	4784.77
11.2985	-1.53399	-2.68691	-1.55995	0.664961	11.3341	-1.51762	11.25	-1.5	0	2.72321	1417.77
11.2895	-1.37551	-2.70592	-1.51935	0.668287	11.2625	-1.34833	11.25	-1.35	0	2.72321	4769.67
11.2343	-1.20693	-2.76577	-1.42127	0.764418	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	1423.91
11.1997	-1.05719	-2.76416	-1.3741	0.769119	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	4651.72
11.082	-0.873926	-2.91916	-1.22864	0.928435	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	1376.75
11.011	-0.727553	-2.91313	-1.16962	0.935864	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	4453.11
10.9488	-0.587133	-2.8859	-1.12531	0.922477	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	1287.94
10.8708	-0.444754	-2.88956	-1.0711	0.925541	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	4353.75
10.6975	-0.284917	-3.18075	-0.921012	1.09004	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	1334.33
10.5902	-0.185239	-3.1389	-0.856581	1.10089	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	4138.03
10.5026	-0.0823474	-2.99701	-0.818854	1.06055	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	1204.54
10.3801	-0.0153821	-2.91491	-0.740683	1.08327	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	3977.46
10.2356	0.0836534	-2.98933	-0.659735	1.11648	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	1197.75
10.0946	0.117245	-2.89827	-0.568233	1.15022	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	3752.46
9.94985	0.186145	-2.90492	-0.494264	1.16375	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	1124.88
9.79882	0.201558	-2.83833	-0.398893	1.19806	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	3536.91
9.69709	0.218243	-2.56801	-0.334653	1.18346	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	1034.21
9.56372	0.230511	-2.53413	-0.252756	1.20213	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	3405.45
9.42582	0.256783	-2.56627	-0.183233	1.20811	9.56225	0.148577	9.4	0.15	-2.72659	0	1054.92
9.2812	0.244663	-2.54687	-0.093722	1.23245	9.25348	0.150166	9.25	0.15	-2.72658	0	3185.36
9.13515	0.251679	-2.57236	-0.0237045	1.23509	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	958.029
8.98468	0.24841	-2.58531	0.0475446	1.23775	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	2972.39
8.83559	0.246371	-2.65085	0.107607	1.22998	8.94634	0.26481	8.8	0.25	-2.72783	0	941.54
8.68422	0.233012	-2.66371	0.170936	1.2248	8.64483	0.254352	8.65	0.25	-2.7278	0	2782.48
8.53144	0.211552	-2.70506	0.231091	1.21654	8.46866	0.251128	8.5	0.25	-2.72395	0	847.512
8.38365	0.19258	-2.71022	0.283146	1.2007	8.35775	0.250149	8.35	0.25	-2.72395	0	2600.63
8.23388	0.1579	-2.76257	0.336461	1.18632	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	815.208
8.08309	0.116195	-2.7731	0.391386	1.1752	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	2399.69
7.86764	0.12062	-3.17796	0.36246	1.06628	7.74678	0.154598	7.85	0.15	-3.9992	0	804.215
7.70837	0.0815052	-3.18482	0.39896	1.04838	7.63715	0.143302	7.65	0.15	-3.99916	0	2177.76
7.6155	0.00393261	-2.94464	0.487119	1.09825	7.61982	0.157052	7.55	0.15	-1.99868	0	665.011
7.48202	-0.00889224	-2.90809	0.499079	1.05428	7.43926	0.160393	7.45	0.15	-1.99866	0	2072.86
7.32731	-0.052869	-2.96304	0.520437	1.01096	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	661.067
7.18706	-0.089291	-2.92136	0.542949	0.977424	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	1918.78
7.07714	-0.171383	-2.80424	0.610134	1.00014	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	576.686
6.95445	-0.232194	-2.77084	0.645299	0.980209	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	1802.34
6.85256	-0.323514	-2.69921	0.709102	0.997087	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	544.991
6.74725	-0.403783	-2.67031	0.753224	0.986483	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	1708.87
6.64293	-0.493585	-2.67069	0.795598	0.971252	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	536.032
6.54754	-0.589056	-2.6491	0.843398	0.965803	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	1615.73
6.46293	-0.710368	-2.64534	0.907504	0.978916	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	511.779
6.37261	-0.85541	-2.69355	0.974772	0.991971	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	1540.91
6.37303	-1.06106	-2.62586	1.16131	1.18762	6.35624	-1.10001	6.35	-1.1	0	-2.99522	469.268
6.32956	-1.19788	-2.64646	1.22983	1.19623	6.36321	-1.25111	6.35	-1.25	0	-2.99519	1574.31
6.30688	-1.38037	-2.69838	1.34732	1.27051	6.30992	-1.40686	6.35	-1.4	0	-2.72817	489.782
6.29116	-1.53131	-2.69882	1.42501	1.27815	6.35537	-1.55723	6.35	-1.55	0	-2.72817	1600.4
6.29249	-1.69487	-2.72579	1.51774	1.30858	6.50996	-1.74616	6.35	-1.7	0	-2.72628	547.064
6.30095	-1.8416	-2.71284	1.59527	1.31454	6.35448	-1.83673	6.35	-1.85	0	-2.72628	1632.18
6.29726	-1.96444	-2.62961	1.64032	1.27138	6.38849	-2.02257	6.35	-2	0	-2.73154	566.757
6.31812	-2.11309	-2.63798	1.7141	1.2747	6.35078	-2.13767	6.35	-2.15	0	-2.73152	1673.51
6.31909	-2.21922	-2.53878	1.74772	1.22716	6.28921	-2.27735	6.35	-2.3	0	-2.99503	592.37
6.3407	-2.36269	-2.57891	1.80559	1.22109	6.33355	-2.43768	6.35	-2.45	0	-2.99503	1723.83
6.38406	-2.52702	-2.68106	1.88336	1.24075	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	650.12
6.4352	-2.68286	-2.71572	1.94978	1.23676	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	1839.93
6.48516	-2.8237	-2.70962	2.00902	1.22501	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	707.576
6.54943	-2.96993	-2.73409	2.07109	1.21806	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	1937.3
6.59593	-3.08007	-2.54987	2.11182	1.17312	6.70928	-3.32749	6.55	-3.25	0	-3.63617	807.86
6.63964	-3.25727	-2.63965	2.13662	1.12806	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2042.89
6.69769	-3.39411	-2.62956	2.17619	1.10131	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	846.622
6.74871	-3.56496	-2.69765	2.19428	1.05506	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	2164.16
6.81628	-3.69008	-2.64593	2.23312	1.03074	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	918.045
6.89224	-3.83448	-2.68285	2.26597	1.0049	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	2322.03
6.99404	-3.97667	-2.75941	2.31034	0.993741	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1052.56
7.06001	-4.14754	-2.81306	2.31358	0.939507	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2493.84
7.11454	-4.24069	-2.54931	2.33878	0.901944	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	1057.14
7.17312	-4.39569	-2.58518	2.33768	0.849335	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	2618.19
7.25981	-4.51933	-2.59984	2.36453	0.828534	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	1149.36
7.30785	-4.67716	-2.61907	2.34912	0.766584	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	2753.41
7.42368	-4.82373	-2.81893	2.3764	0.756081	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	1240.51
7.48709	-4.99032	-2.84003	2.359	0.695866	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	2983.04
7.55507	-5.09606	-2.74454	2.37058	0.669705	7.32687	-5.26205	7.4	-5.3	0.999994	-3	1277.41
7.60246	-5.2614	-2.77163	2.33891	0.602912	7.46174	-5.44979	7.45	-5.45	0.999999	-3	3181.21
7.68194	-5.37403	-2.69484	2.35386	0.582495	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	1340.65
7.75186	-5.52711	-2.71347	2.3408	0.536362	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	3373.44
7.83131	-5.63637	-2.60865	2.35316	0.516293	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	1447.11
7.88364	-5.8004	-2.62786	2.32183	0.455614	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	3553.71
7.9664	-5.91199	-2.59913	2.33378	0.441782	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	1489.23
8.03383	-6.05472	-2.61147	2.31962	0.402916	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	3754.68
8.15699	-6.19231	-2.88665	2.33898	0.407389	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	1618.68
8.22657	-6.33767	-2.90174	2.32037	0.367812	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	4025.19
8.28814	-6.43164	-2.62995	2.32202	0.343446	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	1662.73
8.35194	-6.5723	-2.63418	2.30356	0.305657	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	4182.11
8.43445	-6.68483	-2.61973	2.30938	0.294422	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	1704.58
8.48424	-6.83987	-2.62725	2.27482	0.243342	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	4389.57
8.60402	-6.98517	-2.82252	2.28683	0.245606	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	1885.2
8.66196	-7.14779	-2.83209	2.25306	0.198108	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	4664.58
8.7508	-7.2711	-2.80414	2.25629	0.189646	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	1914.85
8.82302	-7.40735	-2.80062	2.24429	0.167149	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	4891.53
8.9075	-7.52418	-2.8458	2.24852	0.164243	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	1957.11
8.95654	-7.67369	-2.85435	2.21601	0.123323	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	5159.59
9.01069	-7.78247	-2.67824	2.20411	0.1001	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	2025.88
9.05191	-7.95307	-2.70042	2.1597	0.0500903	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	5403.44
9.09465	-8.06008	-2.51683	2.14203	0.0240177	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	2119.25
9.13147	-8.20083	-2.51566	2.11101	-0.00816799	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	5546.48
9.19716	-8.32494	-2.53247	2.10577	-0.0123169	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	2212.4
9.2382	-8.47278	-2.54573	2.07538	-0.0417083	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	5824.9
9.32796	-8.61883	-2.74434	2.08526	-0.0218652	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	2288.36
9.38295	-8.77873	-2.76867	2.06047	-0.0451804	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	6156.62
9.44844	-8.91352	-2.75247	2.05341	-0.0504812	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	2418.69
9.49468	-9.07963	-2.78065	2.0232	-0.0776361	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	6430.37
9.55474	-9.21392	-2.80246	2.01604	-0.0803001	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	2548
9.59621	-9.36995	-2.83179	1.98917	-0.102945	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	6740.52
9.61972	-9.48938	-2.61507	1.95566	-0.141773	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	2612.12
9.66299	-9.63553	-2.62816	1.93694	-0.15257	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	6943.29
9.69299	-9.75813	-2.52226	1.91363	-0.172823	9.63311	-9.79216	9.65	-9.8	0	-2.73054	2674.18
9.71213	-9.91164	-2.5423	1.87939	-0.19711	9.64842	-9.95866	9.65	-9.95	0	-2.73053	7150.51
9.76868	-10.0503	-2.68697	1.8859	-0.172096	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2751.53
9.791	-10.1983	-2.70872	1.85873	-0.190294	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	7468.47
9.83727	-10.3475	-2.75415	1.85283	-0.182845	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	2874.31
9.87133	-10.5043	-2.76917	1.83467	-0.190813	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	7760.47
9.88579	-10.6356	-2.64108	1.80319	-0.220144	9.8617	-10.6917	9.85	-10.7	0	-2.72718	2973.81
9.8947	-10.8002	-2.66957	1.7692	-0.241576	9.84674	-10.8547	9.85	-10.85	0	-2.72715	7990.02
9.90075	-10.9302	-2.58017	1.73847	-0.264801	9.75887	-10.887	9.85	-11	0	-2.72395	3022.66
9.90298	-11.0917	-2.60916	1.70505	-0.283152	9.86442	-11.1448	9.85	-11.15	0	-2.72395	8232.85
9.91783	-11.2362	-2.60859	1.68633	-0.286728	9.87245	-11.316	9.85	-11.3	0	-2.73074	3174.4
9.90723	-11.4	-2.63907	1.64854	-0.308092	9.85036	-11.4464	9.85	-11.45	0	-2.73075	8469.89
9.91641	-11.5492	-2.64057	1.62933	-0.311047	9.93142	-11.6783	9.85	-11.6	0	-2.72396	3297.47
9.89726	-11.7098	-2.66417	1.59162	-0.330915	9.83174	-11.7336	9.85	-11.75	0	-2.72396	8697.29
9.88404	-11.8351	-2.60989	1.5599	-0.35156	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	3345.72
9.84325	-11.9933	-2.65673	1.51218	-0.380623	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	8959.33
9.74631	-12.0839	-2.30141	1.3902	-0.52365	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	3430.98
9.6782	-12.2252	-2.33709	1.32983	-0.55376	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	8987.67
